customer_id,total_spent,n_orders,n_items,avg_order_value,first_purchase,last_purchase,days_active,segment
12445,133.4,1,62,33.35,2020-11-17T11:18:43Z,2020-11-17T11:18:43Z,0,Low Value
12446,1002.3100000000001,1,351,17.584385964912283,2020-10-13T11:12:50Z,2020-10-13T11:12:50Z,0,Regular
12447,476.49,1,190,18.326538461538462,2004-10-20T11:13:25Z,2004-10-20T11:13:25Z,0,Regular
12448,449.45,1,243,20.429545454545455,2020-10-26T11:13:46Z,2020-10-26T11:13:46Z,0,Regular
12449,4067.29,4,1553,21.294712041884818,2006-05-20T11:15:37Z,2020-11-17T11:13:46Z,5294.998715277778,VIP
12450,197.88,2,128,24.735,2007-06-20T11:14:41Z,2020-06-19T11:14:36Z,4747.99994212963,Low Value
12451,9035.52,5,6575,25.52406779661017,2005-05-20T11:17:34Z,2020-11-29T11:08:40Z,5671.993819444445,VIP
12452,430.57,2,185,19.571363636363635,2020-11-23T11:08:05Z,2020-11-23T11:10:28Z,0.0016550925925925926,Regular
12453,707.09,1,473,16.44395348837209,2020-07-28T11:14:08Z,2020-07-28T11:14:08Z,0,Regular
12454,3528.34,1,1006,235.22266666666667,2020-10-14T11:17:13Z,2020-10-14T11:17:13Z,0,High Value
12455,2466.86,6,2089,27.409555555555556,2006-03-20T11:11:33Z,2020-09-27T11:15:31Z,5305.00275462963,High Value
12456,3181.04,3,1633,25.44832,2020-03-30T11:09:12Z,2020-10-26T11:14:41Z,210.00380787037037,High Value
12457,2363.23,7,843,38.11661290322581,2010-04-20T11:13:13Z,2020-09-19T11:09:04Z,3804.9971180555553,High Value
12458,947.4,2,506,24.931578947368422,2020-02-28T11:10:55Z,2020-09-29T11:15:25Z,214.003125,Regular
12461,826.88,2,287,23.62514285714286,2007-08-20T11:10:23Z,2009-06-20T11:16:57Z,670.0045601851851,Regular
12462,1189.59,2,536,19.18693548387097,2002-09-20T11:14:44Z,2020-11-21T11:09:11Z,6636.996145833334,Regular
12463,1344.78,4,776,16.202168674698797,2004-12-20T11:12:47Z,2020-10-17T11:13:44Z,5780.000659722222,Regular
12464,1212.05,8,112,41.79482758620689,2002-03-20T11:13:30Z,2020-11-29T11:13:33Z,6829.000034722222,Regular
12465,742.1899999999999,2,479,15.79127659574468,2020-06-23T11:13:37Z,2020-11-22T11:16:34Z,152.00204861111112,Regular
12468,729.5400000000001,2,366,19.19842105263158,2006-05-20T11:11:36Z,2020-01-27T11:13:29Z,5000.0013078703705,Regular
12471,19788.649999999998,30,8200,43.112527233115465,2002-03-20T11:10:47Z,2020-12-17T10:11:53Z,6846.959097222222,VIP
12472,6572.11,7,4148,19.386755162241887,2011-07-20T11:14:01Z,2020-10-19T11:11:49Z,3378.998472222222,VIP
12473,3928.05,5,2414,23.52125748502994,2006-01-20T11:10:15Z,2020-10-17T11:11:27Z,5384.0008333333335,VIP
12474,7324.09,18,4833,17.355663507109004,2007-12-20T11:10:25Z,2020-11-22T11:14:39Z,4721.0029398148145,VIP
12475,723.38,1,535,20.093888888888888,2020-10-17T11:10:10Z,2020-10-17T11:10:10Z,0,Regular
12476,6816.42,11,2408,29.255021459227468,2005-05-20T11:17:13Z,2020-12-13T10:14:39Z,5685.9565509259255,VIP
12477,13219.74,6,3653,44.0658,2002-11-20T11:12:45Z,2020-11-17T11:09:51Z,6571.9979861111115,VIP
12478,680.99,1,236,18.91638888888889,2012-06-20T11:09:56Z,2012-06-20T11:09:56Z,0,Regular
12479,527.2,1,385,17.006451612903227,2020-11-28T11:13:26Z,2020-11-28T11:13:26Z,0,Regular
12480,3281.63,4,1707,21.309285714285714,2001-07-20T11:15:27Z,2020-07-19T11:14:04Z,6938.999039351852,High Value
12481,5579.82,10,3294,25.8325,2001-07-20T11:10:32Z,2020-12-20T10:15:15Z,7092.961608796296,VIP
12483,2484.98,8,1110,33.133066666666664,2001-04-20T11:14:20Z,2020-11-22T11:17:02Z,7156.001875,High Value
12484,4527.32,6,2187,13.199183673469388,2001-07-20T11:14:04Z,2020-08-31T11:09:44Z,6981.99699074074,VIP
12488,1298.66,3,529,23.612000000000002,2020-09-25T11:10:34Z,2020-11-30T11:08:50Z,65.99879629629629,Regular
12489,334.93,1,105,22.328666666666667,2001-07-20T11:13:13Z,2001-07-20T11:13:13Z,0,Low Value
12490,5417.93,10,3064,22.114,2005-09-20T11:09:47Z,2020-11-22T11:11:19Z,5542.0010648148145,VIP
12491,460.40000000000003,1,260,17.70769230769231,2011-01-20T11:12:18Z,2011-01-20T11:12:18Z,0,Regular
12492,263.21000000000004,2,192,13.1605,2010-07-20T11:15:15Z,2020-08-26T11:14:51Z,3689.9997222222223,Low Value
12493,433.74,2,207,19.715454545454545,2020-05-26T11:14:53Z,2020-06-27T11:10:17Z,31.996805555555557,Regular
12494,1246.1000000000001,7,707,16.183116883116885,2007-01-20T11:12:17Z,2020-12-16T10:11:24Z,5078.957719907407,Regular
12497,1043.1,1,1236,74.50714285714285,2020-09-19T11:12:29Z,2020-09-19T11:12:29Z,0,Regular
12498,403.70000000000005,3,159,17.55217391304348,2020-10-13T11:09:30Z,2020-11-18T11:12:53Z,36.002349537037034,Regular
12500,4257.82,11,2678,69.80032786885246,2001-10-20T11:09:48Z,2020-11-16T11:16:20Z,6967.004537037037,VIP
12501,2169.39,1,1783,14.559664429530201,2001-07-20T11:12:28Z,2001-07-20T11:12:28Z,0,High Value
12502,3723.87,5,820,25.332448979591838,2002-03-20T11:10:41Z,2020-03-16T11:13:29Z,6571.001944444444,VIP
12504,482.04999999999995,2,90,53.56111111111111,2011-09-20T11:14:56Z,2020-11-21T11:16:02Z,3350.0007638888887,Regular
12506,73.5,1,23,3.1956521739130435,2020-04-21T11:08:54Z,2020-04-21T11:08:54Z,0,Low Value
12507,1304.81,3,894,62.133809523809525,2007-07-20T11:10:20Z,2020-07-28T11:17:09Z,4757.004733796296,Regular
12508,397.88,2,271,5.851176470588236,2011-10-20T11:16:27Z,2020-11-13T11:15:37Z,3311.999421296296,Regular
12509,176.5,1,55,25.214285714285715,2020-02-28T11:14:45Z,2020-02-28T11:14:45Z,0,Low Value
12510,982.5699999999999,2,353,29.774848484848484,2020-01-18T11:14:04Z,2020-07-20T11:10:15Z,183.99734953703702,Regular
12512,132.18,2,96,4.263870967741935,2010-04-20T11:14:53Z,2010-04-20T11:14:55Z,2.3148148148148147e-5,Low Value
12513,612.29,1,462,17.494,2020-08-19T11:10:51Z,2020-08-19T11:10:51Z,0,Regular
12514,1017.68,1,440,19.954509803921567,2020-03-17T11:16:38Z,2020-03-17T11:16:38Z,0,Regular
12515,383.7,1,131,23.98125,2020-12-21T10:15:43Z,2020-12-21T10:15:43Z,0,Regular
12516,1312.06,2,875,50.463846153846156,2006-12-20T11:11:37Z,2020-09-23T11:09:13Z,5025.998333333333,Regular
12517,2481.6,5,1361,8.894623655913978,2006-02-20T11:15:13Z,2020-09-27T11:11:50Z,5332.997650462963,High Value
12518,2056.89,5,1318,16.587822580645163,2010-12-20T11:10:36Z,2020-09-23T11:15:45Z,3565.003576388889,High Value
12519,330.84,1,175,19.461176470588235,2010-07-20T11:09:26Z,2010-07-20T11:09:26Z,0,Low Value
12520,2634.26,5,1439,17.33065789473684,2003-11-20T11:11:35Z,2020-09-21T11:15:23Z,6150.002638888889,High Value
12521,599.68,1,309,15.781052631578948,2020-07-20T11:10:51Z,2020-07-20T11:10:51Z,0,Regular
12522,192.72,2,194,16.06,2020-10-19T11:14:41Z,2020-10-31T11:15:30Z,12.00056712962963,Low Value
12523,1789.77,11,865,16.884622641509434,2001-12-20T11:09:43Z,2020-11-20T11:12:55Z,6910.002222222222,High Value
12524,4485.72,8,3699,31.150833333333335,2001-10-20T11:10:35Z,2020-11-30T11:15:31Z,6981.0034259259255,VIP
12526,1316.66,3,632,18.54450704225352,2009-06-20T11:14:19Z,2020-10-17T11:09:37Z,4136.996736111111,Regular
12527,348.71000000000004,3,234,19.372777777777777,2020-01-18T11:12:05Z,2020-09-19T11:11:55Z,244.99988425925926,Low Value
12528,1933.48,6,756,21.01608695652174,2003-08-20T11:11:46Z,2020-11-30T11:14:40Z,6312.0020138888885,High Value
12530,1662.28,4,913,25.186060606060607,2001-07-20T11:10:04Z,2020-04-20T11:09:31Z,6848.999618055555,High Value
12531,125.22,1,45,7.365882352941177,2020-11-25T11:11:12Z,2020-11-25T11:11:12Z,0,Low Value
12532,349.83000000000004,1,153,21.864375000000003,2011-09-20T11:13:47Z,2011-09-20T11:13:47Z,0,Regular
12534,1089.18,1,651,17.288571428571426,2008-01-20T11:10:26Z,2008-01-20T11:10:26Z,0,Regular
12535,716.35,2,219,21.069117647058825,2006-06-20T11:12:47Z,2009-09-20T11:08:48Z,1187.9972337962963,Regular
12536,12601.83,3,2803,48.282873563218395,2010-11-20T11:14:52Z,2020-10-27T11:14:20Z,3628.9996296296295,VIP
12538,363.95,1,191,17.330952380952382,2011-10-20T11:17:16Z,2011-10-20T11:17:16Z,0,Regular
12539,5568.35,4,2067,20.396886446886448,2001-10-20T11:09:11Z,2020-11-17T11:13:30Z,6968.002997685186,VIP
12540,13400.24,17,6685,28.03397489539749,2001-11-20T11:12:25Z,2020-12-13T10:09:39Z,6962.956412037037,VIP
12541,981.18,3,680,18.868846153846153,2003-04-20T11:09:32Z,2020-06-19T11:15:59Z,6270.004479166667,Regular
12544,372.7,1,136,19.61578947368421,2011-03-20T11:16:15Z,2011-03-20T11:16:15Z,0,Regular
12545,1000.39,2,523,20.0078,2020-03-25T11:12:04Z,2020-09-25T11:13:39Z,184.00109953703705,Regular
12546,1161.5,2,633,16.833333333333332,2020-09-23T11:09:44Z,2020-10-24T11:12:09Z,31.00167824074074,Regular
12547,207.79999999999998,2,134,25.974999999999998,2003-04-20T11:12:46Z,2020-05-26T11:12:38Z,6245.999907407408,Low Value
12548,95.19999999999999,1,49,19.04,2020-06-26T11:15:35Z,2020-06-26T11:15:35Z,0,Low Value
12550,964.83,1,569,16.92684210526316,2020-09-21T11:14:35Z,2020-09-21T11:14:35Z,0,Regular
12551,168,1,100,16.8,2020-12-17T10:11:23Z,2020-12-17T10:11:23Z,0,Low Value
12552,437.82,2,88,21.891,2011-01-20T11:10:02Z,2020-10-31T11:12:11Z,3572.0014930555553,Regular
12553,3692.28,10,1965,19.33130890052356,2003-04-20T11:09:08Z,2020-11-14T11:13:40Z,6418.003148148148,VIP
12556,599.56,2,355,5.0383193277310925,2007-11-20T11:13:35Z,2020-10-20T11:13:06Z,4717.999664351852,Regular
12557,11990.960000000001,5,4384,363.36242424242425,2001-11-20T11:11:39Z,2020-11-23T11:16:59Z,6943.003703703704,VIP
12558,269.96,1,196,24.541818181818183,2012-02-20T11:10:41Z,2012-02-20T11:10:41Z,0,Low Value
12559,561.71,2,283,26.74809523809524,2002-02-20T11:09:49Z,2020-01-24T11:10:12Z,6547.000266203704,Regular
12560,2134.01,3,1110,20.32390476190476,2012-04-20T11:13:54Z,2020-08-19T11:15:22Z,3043.0010185185183,High Value
12561,238.85,1,177,14.928125,2002-10-20T11:11:39Z,2002-10-20T11:11:39Z,0,Low Value
12562,3781.7400000000002,7,1779,22.510357142857142,2008-05-20T11:08:40Z,2020-11-17T11:11:34Z,4564.0020138888885,VIP
12564,456.9,1,133,21.757142857142856,2020-03-23T11:14:55Z,2020-03-23T11:14:55Z,0,Regular
12565,145.92,1,80,16.213333333333335,2020-02-24T11:10:34Z,2020-02-24T11:10:34Z,0,Low Value
12566,351.65,1,265,18.507894736842104,2020-09-14T11:14:30Z,2020-09-14T11:14:30Z,0,Regular
12567,9401.28,10,4305,21.07910313901345,2002-04-20T11:11:45Z,2020-11-17T11:11:02Z,6785.999502314815,VIP
12569,4124.69,32,1801,21.939840425531916,2004-01-20T11:13:47Z,2020-11-23T11:14:39Z,6152.000601851852,VIP
12571,519.61,2,523,15.28264705882353,2008-10-20T11:12:35Z,2020-10-31T11:10:19Z,4393.998425925926,Regular
12572,1020.42,2,452,17.007,2012-01-20T11:09:20Z,2020-10-19T11:08:20Z,3194.9993055555556,Regular
12573,160.54,1,84,5.7335714285714285,2020-04-26T11:15:52Z,2020-04-26T11:15:52Z,0,Low Value
12574,218.45000000000002,1,61,19.85909090909091,2020-01-28T11:09:20Z,2020-01-28T11:09:20Z,0,Low Value
12576,1315.83,5,967,14.952613636363637,2002-08-20T11:11:31Z,2020-07-13T11:10:02Z,6536.998969907408,Regular
12577,626.6,3,469,4.291780821917809,2011-04-20T11:13:15Z,2020-12-15T10:16:21Z,3526.960486111111,Regular
12578,2794.51,2,1196,24.51324561403509,2020-01-13T11:15:34Z,2020-11-18T11:13:30Z,309.9985648148148,High Value
12579,440.42,1,285,15.186896551724137,2020-09-22T11:17:15Z,2020-09-22T11:17:15Z,0,Regular
12580,415.7,1,238,17.320833333333333,2004-07-20T11:10:24Z,2004-07-20T11:10:24Z,0,Regular
12581,197.71,1,161,13.180666666666667,2020-10-31T11:08:56Z,2020-10-31T11:08:56Z,0,Low Value
12582,511.36,2,300,23.243636363636362,2020-02-24T11:11:42Z,2020-04-15T11:08:45Z,50.997951388888886,Regular
12583,7281.38,15,5060,29.479271255060727,2001-07-20T11:12:07Z,2020-11-21T11:11:16Z,7063.9994097222225,VIP
12584,2338.15,9,416,24.355729166666666,2003-04-20T11:15:15Z,2020-11-22T11:08:34Z,6425.995358796296,High Value
12585,2040.1,2,1279,23.449425287356323,2020-04-19T11:13:39Z,2020-12-23T10:12:58Z,247.9578587962963,High Value
12586,196.94000000000003,1,79,17.903636363636366,2020-11-22T11:16:24Z,2020-11-22T11:16:24Z,0,Low Value
12587,144,1,51,36,2012-02-20T11:12:47Z,2012-02-20T11:12:47Z,0,Low Value
12588,214.89999999999998,1,53,21.49,2020-10-31T11:15:01Z,2020-10-31T11:15:01Z,0,Low Value
12589,646.68,2,306,18.47657142857143,2011-11-20T11:10:19Z,2020-07-18T11:12:05Z,3163.0012268518517,Regular
12590,9864.26,2,4283,145.06264705882353,2005-12-20T11:14:46Z,2005-12-20T11:14:52Z,6.944444444444444e-5,VIP
12591,452.85,1,228,17.41730769230769,2020-01-26T11:14:35Z,2020-01-26T11:14:35Z,0,Regular
12592,437.6,2,290,24.31111111111111,2005-10-20T11:13:44Z,2009-08-20T11:15:04Z,1400.000925925926,Regular
12593,418.09999999999997,3,206,19.909523809523808,2005-05-20T11:09:29Z,2020-08-23T11:12:43Z,5574.0022453703705,Regular
12594,3338.2200000000003,10,1777,28.29,2006-09-20T11:10:05Z,2020-10-24T11:12:44Z,5148.001840277778,High Value
12596,618.27,2,474,22.898888888888887,2004-11-20T11:13:22Z,2020-10-19T11:13:02Z,5811.999768518518,Regular
12597,3811.22,4,2236,18.50106796116505,2006-09-20T11:16:04Z,2020-11-20T11:13:33Z,5174.998252314815,VIP
12598,3023.08,8,1964,22.902121212121212,2005-03-20T11:08:40Z,2020-11-30T11:12:18Z,5734.002523148148,High Value
12599,1032.58,7,956,16.65451612903226,2002-08-20T11:13:28Z,2020-06-28T11:13:11Z,6521.999803240741,Regular
12600,2599.04,10,774,40.61,2002-03-20T11:09:58Z,2020-12-17T10:09:24Z,6846.957939814814,High Value
12601,577.0600000000001,5,245,20.609285714285715,2001-11-20T11:10:38Z,2020-05-19T11:15:41Z,6755.003506944445,Regular
12602,153.12,1,162,12.76,2010-12-20T11:11:22Z,2010-12-20T11:11:22Z,0,Low Value
12603,739.1999999999999,1,63,369.59999999999997,2020-11-18T11:10:42Z,2020-11-18T11:10:42Z,0,Regular
12604,254.18,2,201,15.88625,2020-03-23T11:12:06Z,2020-09-21T11:14:08Z,182.00141203703703,Low Value
12607,1579.51,1,1228,15.63871287128713,2010-10-20T11:16:06Z,2010-10-20T11:16:06Z,0,High Value
12609,1126.85,3,648,18.780833333333334,2006-06-20T11:15:31Z,2020-09-22T11:16:34Z,5208.000729166667,Regular
12610,2099.54,5,1049,19.80698113207547,2008-05-20T11:13:52Z,2020-11-17T11:09:34Z,4563.997013888889,High Value
12611,1193.32,1,846,18.35876923076923,2020-10-18T11:13:12Z,2020-10-18T11:13:12Z,0,Regular
12612,704.0400000000001,1,262,37.054736842105264,2020-09-26T11:15:35Z,2020-09-26T11:15:35Z,0,Regular
12613,3344.38,5,1644,21.858692810457516,2020-03-22T11:15:42Z,2020-10-13T11:14:59Z,204.9995023148148,High Value
12614,315.6,1,76,15.78,2003-07-20T11:10:22Z,2003-07-20T11:10:22Z,0,Low Value
12615,2291.19,4,1376,21.820857142857143,2011-03-20T11:10:45Z,2020-09-29T11:10:23Z,3480.9997453703704,High Value
12616,713.3,2,284,22.290625,2009-05-20T11:15:17Z,2020-02-15T11:14:17Z,3922.9993055555556,Regular
12617,352.98,1,210,8.609268292682927,2011-10-20T11:14:39Z,2011-10-20T11:14:39Z,0,Regular
12618,177.31,1,96,16.11909090909091,2020-11-18T11:11:10Z,2020-11-18T11:11:10Z,0,Low Value
12619,3641.24,9,3378,40.45822222222222,2007-04-20T11:15:54Z,2020-11-23T11:14:52Z,4965.999282407407,High Value
12620,1339.41,3,1181,14.558804347826086,2020-05-19T11:12:10Z,2020-11-25T11:10:20Z,189.99872685185184,Regular
12621,13689.67,20,7440,29.31406852248394,2005-09-20T11:11:34Z,2020-12-17T10:12:38Z,5566.959074074074,VIP
12622,180.1,1,69,16.37272727272727,2020-04-21T11:16:39Z,2020-04-21T11:16:39Z,0,Low Value
12623,305.1,1,191,16.95,2003-08-20T11:13:50Z,2003-08-20T11:13:50Z,0,Low Value
12624,641.13,2,355,16.87184210526316,2020-06-15T11:12:34Z,2020-08-25T11:15:04Z,71.00173611111111,Regular
12625,2683.82,2,1612,31.20720930232558,2005-12-20T11:09:54Z,2020-01-24T11:13:27Z,5148.002465277777,High Value
12626,6620.48,9,3453,22.518639455782314,2008-04-20T11:14:20Z,2020-11-16T11:16:06Z,4593.001226851852,VIP
12627,4478.53,7,2752,19.471869565217393,2008-02-20T11:09:29Z,2020-11-29T11:12:07Z,4666.001828703704,VIP
12628,786.46,3,448,19.181951219512197,2010-06-20T11:09:28Z,2012-05-20T11:13:15Z,700.0026273148148,Regular
